id,dut,categories,test,description,inputs,result,messages
2157,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',NOT RUN,
2158,dc2-leaf3a.arista.com,LANZ,VerifyLANZ,Verifies if LANZ is enabled.,,NOT RUN,
2159,dc2-leaf3a.arista.com,Logging,VerifyLoggingAccounting,Verifies if AAA accounting logs are generated.,,NOT RUN,
2160,dc2-leaf3a.arista.com,Logging,VerifyLoggingErrors,Verifies there are no syslog messages with a severity of ERRORS or higher.,,NOT RUN,
2161,dc2-leaf3a.arista.com,Logging,VerifyLoggingHostname,Verifies if logs are generated with the device FQDN.,,NOT RUN,
2162,dc2-leaf3a.arista.com,Logging,VerifyLoggingHosts,Verifies logging hosts (syslog servers) for a specified VRF.,,NOT RUN,
2163,dc2-leaf3a.arista.com,Logging,VerifyLoggingLogsGeneration,Verifies if logs are generated.,,NOT RUN,
2164,dc2-leaf3a.arista.com,Logging,VerifyLoggingPersistent,Verifies if logging persistent is enabled and logs are saved in flash.,,NOT RUN,
2165,dc2-leaf3a.arista.com,Logging,VerifyLoggingSourceInt,Verifies logging source-interface for a specified VRF.,,NOT RUN,
2166,dc2-leaf3a.arista.com,Logging,VerifyLoggingTimestamp,Verifies if logs are generated with the riate timestamp.,,NOT RUN,
2167,dc2-leaf3a.arista.com,MLAG,VerifyMlagConfigSanity,Verifies there are no MLAG config-sanity inconsistencies.,,NOT RUN,
2168,dc2-leaf3a.arista.com,MLAG,VerifyMlagDualPrimary,Verifies the MLAG dual-primary detection parameters.,,NOT RUN,
2169,dc2-leaf3a.arista.com,MLAG,VerifyMlagInterfaces,Verifies there are no inactive or active-partial MLAG ports.,,NOT RUN,
2170,dc2-leaf3a.arista.com,MLAG,VerifyMlagReloadDelay,Verifies the MLAG reload-delay parameters.,,NOT RUN,
2171,dc2-leaf3a.arista.com,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,NOT RUN,
2172,dc2-leaf3a.arista.com,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,NOT RUN,
2173,dc2-leaf3a.arista.com,Multicast,VerifyIGMPSnoopingGlobal,Verifies the IGMP snooping global configuration.,,NOT RUN,
2174,dc2-leaf3a.arista.com,Multicast,VerifyIGMPSnoopingVlans,Verifies the IGMP snooping status for the provided VLANs.,,NOT RUN,
2175,dc2-leaf3a.arista.com,PTP,VerifyPtpGMStatus,Verifies that the device is locked to a valid PTP Grandmaster.,,NOT RUN,
2176,dc2-leaf3a.arista.com,PTP,VerifyPtpLockStatus,Verifies that the device was locked to the upstream PTP GM in the last minute.,,NOT RUN,
2177,dc2-leaf3a.arista.com,PTP,VerifyPtpModeStatus,Verifies that the device is configured as a PTP Boundary Clock.,,NOT RUN,
2178,dc2-leaf3a.arista.com,PTP,VerifyPtpOffset,Verifies that the PTP timing offset is within +/- 1000ns from the master clock.,,NOT RUN,
2179,dc2-leaf3a.arista.com,PTP,VerifyPtpPortModeStatus,Verifies the PTP interfaces state.,,NOT RUN,
2180,dc2-leaf3a.arista.com,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,NOT RUN,
2181,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.1 - Peer: dc1-spine1,NOT RUN,
2182,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.2 - Peer: dc1-spine2,NOT RUN,
2183,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.3 - Peer: dc1-leaf1a,NOT RUN,
2184,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.4 - Peer: dc1-leaf1b,NOT RUN,
2185,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.0.5 - Peer: dc1-leaf2a,NOT RUN,
2186,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.1.3 - Peer: dc1-leaf1a,NOT RUN,
2187,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.1.5 - Peer: dc1-leaf2a,NOT RUN,
2188,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.11 - Peer: dc2-spine1,NOT RUN,
2189,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.12 - Peer: dc2-spine2,NOT RUN,
2190,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.13 - Peer: dc2-leaf1a,NOT RUN,
2191,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.14 - Peer: dc2-leaf1b,NOT RUN,
2192,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.15 - Peer: dc2-leaf2a,NOT RUN,
2193,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.16 - Peer: dc2-leaf2b,NOT RUN,
2194,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.17 - Peer: dc2-leaf3a.arista.com,NOT RUN,
2195,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.128.18 - Peer: dc2-leaf3b.arista.com,NOT RUN,
2196,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.13 - Peer: dc2-leaf1a,NOT RUN,
2197,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.15 - Peer: dc2-leaf2a,NOT RUN,
2198,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.129.17 - Peer: dc2-leaf3a.arista.com,NOT RUN,
2199,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.1 - Peer: dc1-wan1,NOT RUN,
2200,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.2 - Peer: dc1-wan2,NOT RUN,
2201,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.5 - Peer: dc1-svc-leaf1a,NOT RUN,
2202,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.6 - Peer: dc1-svc-leaf1b,NOT RUN,
2203,dc2-leaf3a.arista.com,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.1.5 - Peer: dc1-svc-leaf1a,NOT RUN,
2204,dc2-leaf3a.arista.com,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
2205,dc2-leaf3a.arista.com,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
2206,dc2-leaf3a.arista.com,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
2207,dc2-leaf3a.arista.com,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
2208,dc2-leaf3a.arista.com,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
2209,dc2-leaf3a.arista.com,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
2210,dc2-leaf3a.arista.com,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
2211,dc2-leaf3a.arista.com,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
2212,dc2-leaf3a.arista.com,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
2213,dc2-leaf3a.arista.com,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
2214,dc2-leaf3a.arista.com,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
2215,dc2-leaf3a.arista.com,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
2216,dc2-leaf3a.arista.com,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
2217,dc2-leaf3a.arista.com,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
2218,dc2-leaf3a.arista.com,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
2219,dc2-leaf3a.arista.com,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
2220,dc2-leaf3a.arista.com,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
2221,dc2-leaf3a.arista.com,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
2222,dc2-leaf3a.arista.com,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
2223,dc2-leaf3a.arista.com,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
2224,dc2-leaf3a.arista.com,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
2225,dc2-leaf3a.arista.com,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
2226,dc2-leaf3a.arista.com,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
2227,dc2-leaf3a.arista.com,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
2228,dc2-leaf3a.arista.com,STP,VerifySTPBlockedPorts,Verifies there is no STP blocked ports.,,NOT RUN,
2229,dc2-leaf3a.arista.com,STP,VerifySTPCounters,Verifies there is no errors in STP BPDU packets.,,NOT RUN,
2230,dc2-leaf3a.arista.com,STP,VerifySTPForwardingPorts,Verifies that all interfaces are forwarding for a provided list of VLAN(s).,,NOT RUN,
2231,dc2-leaf3a.arista.com,STP,VerifySTPMode,Verifies the configured STP mode for a provided list of VLAN(s).,,NOT RUN,
2232,dc2-leaf3a.arista.com,STP,VerifySTPRootPriority,Verifies the STP root priority for a provided list of VLAN or MST instance ID(s).,,NOT RUN,
2233,dc2-leaf3a.arista.com,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
2234,dc2-leaf3a.arista.com,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
2235,dc2-leaf3a.arista.com,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
2236,dc2-leaf3a.arista.com,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
2237,dc2-leaf3a.arista.com,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
2238,dc2-leaf3a.arista.com,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
2239,dc2-leaf3a.arista.com,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
2240,dc2-leaf3a.arista.com,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
2241,dc2-leaf3a.arista.com,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
2242,dc2-leaf3a.arista.com,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
2243,dc2-leaf3a.arista.com,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
2244,dc2-leaf3b.arista.com,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
2245,dc2-leaf3b.arista.com,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
2246,dc2-leaf3b.arista.com,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
2247,dc2-leaf3b.arista.com,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
2248,dc2-leaf3b.arista.com,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
2249,dc2-leaf3b.arista.com,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
2250,dc2-leaf3b.arista.com,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
2251,dc2-leaf3b.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine1 (IP: 10.255.128.11),NOT RUN,
2252,dc2-leaf3b.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine2 (IP: 10.255.128.12),NOT RUN,
2253,dc2-leaf3b.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-leaf3a.arista.com (IP: 10.255.129.124),NOT RUN,
2254,dc2-leaf3b.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine1 (IP: 10.255.255.124),NOT RUN,
2255,dc2-leaf3b.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine2 (IP: 10.255.255.126),NOT RUN,
2256,dc2-leaf3b.arista.com,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
2257,dc2-leaf3b.arista.com,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
2258,dc2-leaf3b.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc2-spine1 Ethernet6,NOT RUN,
2259,dc2-leaf3b.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc2-spine2 Ethernet6,NOT RUN,
2260,dc2-leaf3b.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: dc2-leaf3a.arista.com Ethernet3,NOT RUN,
2261,dc2-leaf3b.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: dc2-leaf3a.arista.com Ethernet4,NOT RUN,
2262,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-leaf1a Loopback0 (IP: 10.255.0.3),NOT RUN,
2263,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-leaf1b Loopback0 (IP: 10.255.0.4),NOT RUN,
2264,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-leaf2a Loopback0 (IP: 10.255.0.5),NOT RUN,
2265,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-spine1 Loopback0 (IP: 10.255.0.1),NOT RUN,
2266,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-spine2 Loopback0 (IP: 10.255.0.2),NOT RUN,
2267,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-svc-leaf1a Loopback0 (IP: 10.33.0.5),NOT RUN,
2268,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-svc-leaf1b Loopback0 (IP: 10.33.0.6),NOT RUN,
2269,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-wan1 Loopback0 (IP: 10.255.2.1),NOT RUN,
2270,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc1-wan2 Loopback0 (IP: 10.255.2.2),NOT RUN,
2271,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-leaf1a Loopback0 (IP: 10.255.128.13),NOT RUN,
2272,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-leaf1b Loopback0 (IP: 10.255.128.14),NOT RUN,
2273,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-leaf2a Loopback0 (IP: 10.255.128.15),NOT RUN,
2274,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-leaf2b Loopback0 (IP: 10.255.128.16),NOT RUN,
2275,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-leaf3a.arista.com Loopback0 (IP: 10.255.128.17),NOT RUN,
2276,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-leaf3b.arista.com Loopback0 (IP: 10.255.128.18),NOT RUN,
2277,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-spine1 Loopback0 (IP: 10.255.128.11),NOT RUN,
2278,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.18) - Destination: dc2-spine2 Loopback0 (IP: 10.255.128.12),NOT RUN,
2279,dc2-leaf3b.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.255.255.125) - Destination: dc2-spine1 Ethernet6 (IP: 10.255.255.124),NOT RUN,
